Invoice_ID,Employee_ID,Product_ID,Customer_Id,Transaction_ID,Tranasaction_Date,Total_Sales,Discount,Quantity,Region,Country,Payment_Method,Transaction_Status,Reason
80,94,80,80,80,30-12-2019,1085,80,4,Northeast,Italy ,Cash On Delivery,Failed,Insufficient Balance
81,95,81,81,81,30-12-2019,902,73,4,North,South Korea,PayPal,Cancelled,Cancelled by User
82,97,82,82,82,30-12-2019,451,43,2,Central,Iraq ,Cash On Delivery,Cancelled,Exceeded Limit
83,98,83,83,83,30-12-2019,898,98,4,Southeast,Iraq ,Cash On Delivery,Failed,Duplicate Transaction
84,99,84,84,84,30-12-2019,872,50,4,North,Sweden ,Bank Transfer,Pending,Cancelled by User
85,100,85,85,85,30-12-2019,1667,18,2,Northwest,Austria ,UPI,Refunded,Currency Issue
86,101,86,86,86,30-12-2019,2142,20,4,South,Japan ,UPI,Pending,Exceeded Limit
87,102,87,87,87,30-12-2019,1280,70,4,Northeast,United States,Net Banking,Cancelled,Invalid Card Details
88,103,88,88,88,30-12-2019,831,48,4,Southeast,Argentina ,Gift Card,Cancelled,Refund Processed
89,104,89,89,89,30-12-2019,1175,25,4,Northwest,Iran ,Gift Card,Pending,Chargeback
90,105,90,90,90,30-12-2019,881,27,4,Northwest,Switzerland ,EMI,Success,Insufficient Balance
91,107,91,91,91,31-12-2019,253,18,1,Southwest,Denmark ,Cash On Delivery,Success,Refund Processed
92,108,92,92,92,31-12-2019,335,9,1,Northwest,Peru ,PayPal,Success,Fraud Suspected
93,109,93,93,93,31-12-2019,1017,82,4,Northwest,South Africa,Bank Transfer,Success,Network Error
94,110,94,94,94,31-12-2019,1642,40,12,Southwest,Vietnam ,Credit Card,Pending,Refund Processed
95,111,95,95,95,31-12-2019,269,16,1,Southeast,Netherlands ,Net Banking,Success,Duplicate Transaction
96,112,96,96,96,31-12-2019,1593,5,8,North,Finland ,Bank Transfer,Cancelled,Payment Gateway Timeout
97,113,97,97,97,31-12-2019,3356,34,12,Southwest,Belgium ,Mobile Wallet,Cancelled,Currency Issue
98,114,98,98,98,31-12-2019,216,88,1,Southeast,Afghanistan ,UPI,Cancelled,Currency Issue
99,116,99,99,99,31-12-2019,1419,68,4,North,Italy ,EMI,Pending,Invalid Card Details
100,117,100,100,100,31-12-2019,746,70,4,Northeast,Peru ,Gift Card,Refunded,Invalid Card Details
101,118,101,101,101,31-12-2019,695,27,4,Northeast,Japan ,Gift Card,Failed,Technical Error
102,119,102,102,102,31-12-2019,1424,72,8,Southwest,Germany ,UPI,Refunded,Insufficient Balance
103,120,103,103,103,31-12-2019,3945,56,20,West,Australia ,UPI,Success,Cancelled by User
104,121,104,104,104,31-12-2019,3338,46,4,South,Saudi Arabia,Mobile Wallet,Refunded,Chargeback
105,122,105,105,105,31-12-2019,1508,40,4,Northeast,Poland ,Gift Card,Cancelled,Insufficient Balance
106,123,106,106,106,31-12-2019,1424,89,4,South,New Zealand,Bank Transfer,Cancelled,Currency Issue
107,125,107,107,107,31-12-2019,1280,64,4,South,Singapore ,Cash On Delivery,Refunded,Insufficient Balance
108,126,108,108,108,31-12-2019,524,62,1,East,Argentina ,Debit Card,Refunded,Duplicate Transaction
109,127,109,109,109,31-12-2019,763,50,4,South,China ,Gift Card,Pending,Chargeback
110,128,110,110,110,31-12-2019,733,72,4,Central,Argentina ,PayPal,Cancelled,Invalid Card Details
111,129,111,111,111,31-12-2019,950,88,4,North,Belgium ,Credit Card,Failed,Refund Processed
112,130,112,112,112,31-12-2019,950,54,4,North,South Africa,Net Banking,Pending,Network Error
113,132,113,113,113,31-12-2019,4454,2,4,Southwest,Norway ,Mobile Wallet,Success,NA
114,135,114,114,114,31-12-2019,273,51,1,Southeast,Belgium ,Bank Transfer,Success,Refund Processed
115,136,115,115,115,31-12-2019,1047,5,2,Central,India ,PayPal,Refunded,Duplicate Transaction
116,138,116,116,116,31-12-2019,588,74,2,Northwest,Chile ,EMI,Pending,NA
117,139,117,117,117,31-12-2019,1127,50,2,West,Russia ,Gift Card,Success,Cancelled by User
118,140,118,118,118,31-12-2019,3890,3,4,South,Thailand ,Gift Card,Refunded,Network Error
119,141,119,119,119,18-09-2019,2966,65,4,North,Argentina ,EMI,Pending,Network Error
120,144,120,120,120,05-10-2019,1831,30,2,West,Japan ,UPI,Refunded,Invalid Card Details
121,145,121,121,121,05-10-2019,1864,22,2,Southwest,Peru ,Net Banking,Failed,Chargeback
122,147,122,122,122,21-10-2019,1102,100,4,Northeast,Netherlands ,Debit Card,Failed,Insufficient Balance
123,150,123,123,123,01-07-2019,773,53,4,Southwest,Australia ,Gift Card,Pending,Network Error
124,151,124,124,124,01-07-2019,2769,43,16,East,Belgium ,Cash On Delivery,Success,Currency Issue
125,153,125,125,125,02-07-2019,705,70,2,South,South Korea,Net Banking,Pending,Currency Issue
126,154,126,126,126,02-07-2019,1081,13,1,Southeast,Turkey ,UPI,Cancelled,Exceeded Limit
127,156,127,127,127,02-07-2019,2034,35,12,Central,Philippines ,UPI,Refunded,Payment Gateway Timeout
128,158,128,128,128,02-07-2019,932,53,4,West,Italy ,Net Banking,Cancelled,Duplicate Transaction
129,159,129,129,129,02-07-2019,712,28,4,North,Vietnam ,Net Banking,Refunded,NA
130,161,130,130,130,02-07-2019,678,20,4,Southeast,China ,Net Banking,Refunded,Invalid Card Details
131,163,131,131,131,02-07-2019,559,39,4,East,Belgium ,Credit Card,Pending,Exceeded Limit
132,165,132,132,132,02-07-2019,2624,87,8,Northwest,Poland ,Gift Card,Cancelled,Cancelled by User
133,166,133,133,133,02-07-2019,398,87,2,South,Poland ,Net Banking,Cancelled,Chargeback
134,168,134,134,134,02-07-2019,1017,12,4,North,Chile ,Cash On Delivery,Success,Insufficient Balance
135,169,135,135,135,02-07-2019,1339,72,4,West,UAE ,Cash On Delivery,Cancelled,NA
136,170,136,136,136,02-07-2019,503,38,1,East,Italy ,PayPal,Failed,Insufficient Balance
137,171,137,137,137,02-07-2019,907,79,2,South,Nigeria ,Net Banking,Pending,Currency Issue
138,172,138,138,138,02-07-2019,398,97,2,West,Iraq ,Net Banking,Cancelled,Invalid Card Details
139,173,139,139,139,02-07-2019,4951,15,30,Southeast,Sweden ,Net Banking,Refunded,Payment Gateway Timeout
140,174,140,140,140,02-07-2019,757,51,4,East,Sweden ,Debit Card,Refunded,Technical Error
141,175,141,141,141,02-07-2019,1039,5,6,East,Belgium ,Net Banking,Cancelled,Network Error
142,176,142,142,142,02-07-2019,729,68,4,North,Sweden ,Gift Card,Pending,Insufficient Balance
143,177,143,143,143,02-07-2019,734,71,4,Central,Sweden ,Gift Card,Success,Fraud Suspected
144,178,144,144,144,02-07-2019,585,24,2,West,Ukraine ,Bank Transfer,Cancelled,Network Error
145,179,145,145,145,02-07-2019,921,12,1,West,Indonesia ,Debit Card,Cancelled,Insufficient Balance
146,180,146,146,146,02-07-2019,976,16,4,Northwest,Argentina ,Cash On Delivery,Success,Cancelled by User
147,181,147,147,147,02-07-2019,1339,98,4,Northwest,Malaysia ,Mobile Wallet,Failed,Duplicate Transaction
148,182,148,148,148,03-07-2019,585,59,1,Southwest,Netherlands ,Credit Card,Pending,Fraud Suspected
149,184,149,149,149,03-07-2019,1593,16,8,West,Colombia ,Net Banking,Cancelled,Currency Issue
150,185,150,150,150,03-07-2019,788,75,2,East,Afghanistan ,Gift Card,Cancelled,Fraud Suspected
151,186,151,151,151,03-07-2019,302,61,1,Southwest,Japan ,Debit Card,Failed,Exceeded Limit
152,187,152,152,152,03-07-2019,920,36,2,Northwest,Kazakhstan ,Mobile Wallet,Refunded,Currency Issue
153,188,153,153,153,03-07-2019,1694,42,8,South,Belgium ,Debit Card,Failed,NA
154,189,154,154,154,03-07-2019,914,6,4,South,UAE ,PayPal,Pending,Cancelled by User
155,190,155,155,155,03-07-2019,2008,18,6,West,Italy ,Credit Card,Cancelled,NA
156,192,156,156,156,03-07-2019,801,30,2,North,Malaysia ,Gift Card,Cancelled,Chargeback
157,193,157,157,157,03-07-2019,364,78,2,North,China ,EMI,Success,Fraud Suspected
158,194,158,158,158,03-07-2019,1401,24,1,Southwest,Brazil ,Debit Card,Cancelled,Technical Error
159,196,159,159,159,03-07-2019,1085,7,4,Southeast,Denmark ,PayPal,Success,Currency Issue
160,198,160,160,160,03-07-2019,821,98,4,South,United States,Net Banking,Pending,Exceeded Limit
161,199,161,161,161,03-07-2019,1720,63,2,South,Brazil ,Net Banking,Success,NA
162,200,162,162,162,04-07-2019,1195,89,6,Northeast,Germany ,Credit Card,Pending,Invalid Card Details
163,201,163,163,163,04-07-2019,336,57,1,East,Turkey ,PayPal,Refunded,Currency Issue
164,203,164,164,164,04-07-2019,3525,95,26,Southwest,Spain ,Cash On Delivery,Cancelled,Insufficient Balance
165,204,165,165,165,04-07-2019,1407,75,4,Northwest,UAE ,Net Banking,Failed,Technical Error
166,205,166,166,166,04-07-2019,2990,80,4,North,Australia ,Credit Card,Success,Exceeded Limit
167,206,167,167,167,04-07-2019,847,84,2,Central,Brazil ,Bank Transfer,Refunded,NA
168,207,168,168,168,04-07-2019,564,61,2,Southeast,Singapore ,Debit Card,Success,Invalid Card Details
169,208,169,169,169,04-07-2019,904,68,4,East,Vietnam ,Cash On Delivery,Failed,Insufficient Balance
170,209,170,170,170,04-07-2019,354,47,1,Northwest,Mexico ,Cash On Delivery,Pending,Payment Gateway Timeout
171,211,171,171,171,04-07-2019,1312,2,4,Central,Chile ,Cash On Delivery,Cancelled,Insufficient Balance
172,213,172,172,172,04-07-2019,3051,27,12,Southwest,United States,Debit Card,Success,Chargeback
173,214,173,173,173,04-07-2019,1441,39,2,Southwest,Colombia ,Cash On Delivery,Failed,Insufficient Balance
174,216,174,174,174,04-07-2019,1593,64,8,Northeast,South Korea,UPI,Pending,Payment Gateway Timeout
175,217,175,175,175,04-07-2019,1703,26,9,North,Singapore ,Gift Card,Refunded,Technical Error
176,218,176,176,176,04-07-2019,1063,9,8,East,Iran ,Cash On Delivery,Cancelled,Exceeded Limit
177,219,177,177,177,04-07-2019,1231,15,4,Southwest,Iran ,Net Banking,Pending,Insufficient Balance
178,220,178,178,178,04-07-2019,398,11,2,North,Argentina ,UPI,Success,Insufficient Balance
179,222,179,179,179,04-07-2019,2740,96,2,South,Brazil ,EMI,Failed,Currency Issue
180,223,180,180,180,04-07-2019,888,78,1,Northeast,South Africa,EMI,Pending,Duplicate Transaction
181,224,181,181,181,04-07-2019,408,40,1,Central,Spain ,Debit Card,Cancelled,Currency Issue
182,225,182,182,182,04-07-2019,416,32,1,Southeast,Ukraine ,Gift Card,Pending,Chargeback
183,226,183,183,183,05-07-2019,1695,9,8,Southeast,Denmark ,Gift Card,Refunded,Refund Processed
184,227,184,184,184,05-07-2019,1898,10,8,Northwest,Philippines ,PayPal,Success,Duplicate Transaction
185,228,185,185,185,05-07-2019,1463,77,4,South,India ,Cash On Delivery,Success,Invalid Card Details
186,229,186,186,186,05-07-2019,950,3,4,Northwest,Iran ,Debit Card,Success,Fraud Suspected
187,230,187,187,187,05-07-2019,1063,58,8,East,Bangladesh ,Gift Card,Refunded,Exceeded Limit
188,231,188,188,188,05-07-2019,1678,45,12,West,Qatar ,Debit Card,Cancelled,Network Error
189,232,189,189,189,05-07-2019,2000,14,8,Central,India ,Mobile Wallet,Cancelled,Refund Processed
190,233,190,190,190,05-07-2019,2780,99,16,East,Iraq ,PayPal,Refunded,Currency Issue
191,234,191,191,191,05-07-2019,772,8,2,Southwest,Kazakhstan ,Credit Card,Failed,Refund Processed
192,235,192,192,192,05-07-2019,500,12,2,East,Philippines ,UPI,Refunded,Refund Processed
193,236,193,193,193,05-07-2019,1119,11,8,Northwest,South Korea,PayPal,Refunded,Network Error
194,237,194,194,194,05-07-2019,3356,25,24,West,Qatar ,Net Banking,Failed,NA
195,238,195,195,195,05-07-2019,1678,37,12,Central,Austria ,Credit Card,Cancelled,Cancelled by User
196,239,196,196,196,05-07-2019,1797,52,8,Southeast,South Korea,EMI,Failed,Fraud Suspected
197,240,197,197,197,05-07-2019,5000,30,20,Central,France ,Credit Card,Failed,Refund Processed
198,242,198,198,198,05-07-2019,1000,13,4,North,Switzerland ,UPI,Failed,Payment Gateway Timeout
199,243,199,199,199,05-07-2019,898,73,4,West,India ,EMI,Success,Invalid Card Details
200,244,200,200,200,05-07-2019,559,96,4,Northeast,Russia ,Net Banking,Pending,Exceeded Limit
201,246,201,201,201,05-07-2019,800,1,2,Northwest,Nigeria ,Bank Transfer,Failed,Currency Issue
202,247,202,202,202,05-07-2019,763,71,2,Central,Afghanistan ,Credit Card,Failed,Chargeback
203,248,203,203,203,05-07-2019,3985,40,30,Southwest,Vietnam ,Gift Card,Refunded,Duplicate Transaction
204,249,204,204,204,05-07-2019,1247,80,4,North,Germany ,Debit Card,Success,Exceeded Limit
205,251,205,205,205,05-07-2019,814,44,4,North,Afghanistan ,PayPal,Pending,Fraud Suspected
206,252,206,206,206,05-07-2019,1229,98,8,Southeast,Poland ,Net Banking,Success,Refund Processed
207,253,207,207,207,05-07-2019,432,10,2,North,Chile ,UPI,Success,NA
208,255,208,208,208,05-07-2019,1949,52,4,West,Sweden ,UPI,Success,Duplicate Transaction
209,256,209,209,209,05-07-2019,346,34,2,East,Austria ,Cash On Delivery,Cancelled,Invalid Card Details
210,257,210,210,210,05-07-2019,766,12,2,Southwest,UAE ,Debit Card,Refunded,Fraud Suspected
211,259,211,211,211,05-07-2019,717,36,2,East,Chile ,Mobile Wallet,Cancelled,Refund Processed
212,260,212,212,212,05-07-2019,712,87,4,South,Finland ,Gift Card,Cancelled,Cancelled by User
213,261,213,213,213,05-07-2019,542,96,4,North,Kazakhstan ,Credit Card,Success,Payment Gateway Timeout
214,262,214,214,214,05-07-2019,881,20,4,West,Iran ,Gift Card,Cancelled,Payment Gateway Timeout
215,264,215,215,215,05-07-2019,1254,56,4,Northwest,Switzerland ,Cash On Delivery,Failed,Duplicate Transaction
216,265,216,216,216,05-07-2019,898,15,4,West,Philippines ,Debit Card,Refunded,Refund Processed
217,266,217,217,217,05-07-2019,1000,28,4,Northeast,Germany ,Mobile Wallet,Success,Invalid Card Details
218,267,218,218,218,05-07-2019,559,55,4,Central,Switzerland ,Credit Card,Cancelled,Cancelled by User
219,268,219,219,219,05-07-2019,627,85,4,South,Malaysia ,Cash On Delivery,Success,Chargeback
220,269,220,220,220,05-07-2019,339,74,1,North,China ,PayPal,Pending,Payment Gateway Timeout
221,270,221,221,221,05-07-2019,1462,90,8,Southwest,Israel ,Mobile Wallet,Failed,NA
222,271,222,222,222,05-07-2019,419,74,1,East,Egypt ,Cash On Delivery,Success,Chargeback
223,272,223,223,223,05-07-2019,2361,44,2,Southwest,Kazakhstan ,Net Banking,Success,Insufficient Balance
224,273,224,224,224,05-07-2019,1484,78,1,South,UAE ,Bank Transfer,Pending,Fraud Suspected
225,274,225,225,225,05-07-2019,847,80,2,Central,Belgium ,Credit Card,Success,Payment Gateway Timeout
226,275,226,226,226,05-07-2019,1192,36,8,Northwest,Switzerland ,Cash On Delivery,Cancelled,Duplicate Transaction
227,277,227,227,227,05-07-2019,1254,60,8,East,Saudi Arabia,EMI,Cancelled,Payment Gateway Timeout
228,279,228,228,228,05-07-2019,1254,86,8,East,Turkey ,UPI,Success,Currency Issue
229,281,229,229,229,05-07-2019,1254,34,8,Northwest,Japan ,Credit Card,Pending,NA
230,282,230,230,230,05-07-2019,1144,73,6,Southeast,South Africa,Gift Card,Refunded,Exceeded Limit
231,283,231,231,231,06-07-2019,1312,76,4,Central,Qatar ,Mobile Wallet,Refunded,Currency Issue
232,284,232,232,232,06-07-2019,1254,35,8,West,China ,Debit Card,Failed,Payment Gateway Timeout
233,285,233,233,233,06-07-2019,1797,1,8,North,Bangladesh ,Mobile Wallet,Success,Technical Error
234,286,234,234,234,06-07-2019,2000,56,8,Northeast,Qatar ,UPI,Success,Refund Processed
235,287,235,235,235,06-07-2019,853,78,4,Southeast,Mexico ,UPI,Cancelled,Chargeback
236,288,236,236,236,06-07-2019,547,67,4,West,Bangladesh ,UPI,Cancelled,Exceeded Limit
237,289,237,237,237,06-07-2019,596,33,4,Southeast,United States,Net Banking,Failed,Invalid Card Details
238,290,238,238,238,06-07-2019,853,87,4,West,Turkey ,Mobile Wallet,Success,NA
239,291,239,239,239,06-07-2019,950,3,4,South,Peru ,Cash On Delivery,Failed,Insufficient Balance
240,292,240,240,240,06-07-2019,1000,1,4,Southeast,Mexico ,Net Banking,Pending,Insufficient Balance
241,293,241,241,241,06-07-2019,898,61,4,East,Thailand ,Cash On Delivery,Pending,Insufficient Balance
242,295,242,242,242,06-07-2019,627,55,4,Central,Pakistan ,Mobile Wallet,Refunded,Chargeback
243,297,243,243,243,06-07-2019,627,65,4,East,South Africa,UPI,Failed,Invalid Card Details
244,298,244,244,244,06-07-2019,1339,6,4,Northwest,Finland ,Net Banking,Pending,Currency Issue
245,299,245,245,245,06-07-2019,665,2,1,Northwest,Iraq ,Credit Card,Pending,Currency Issue
246,301,246,246,246,06-07-2019,888,70,1,East,Finland ,Cash On Delivery,Success,Payment Gateway Timeout
247,302,247,247,247,06-07-2019,1469,52,1,Northeast,Italy ,Debit Card,Failed,Technical Error
248,303,248,248,248,06-07-2019,199,36,1,Northeast,Indonesia ,Cash On Delivery,Pending,Insufficient Balance
249,304,249,249,249,06-07-2019,881,58,4,Central,Egypt ,EMI,Pending,Duplicate Transaction
250,305,250,250,250,06-07-2019,1492,84,8,Central,Switzerland ,EMI,Cancelled,Fraud Suspected
251,306,251,251,251,06-07-2019,1279,84,7,East,Russia ,Debit Card,Refunded,Chargeback
252,308,252,252,252,06-07-2019,2617,61,8,West,Spain ,EMI,Cancelled,Network Error
253,309,253,253,253,06-07-2019,1836,86,4,Central,Bangladesh ,Mobile Wallet,Refunded,Invalid Card Details
254,310,254,254,254,06-07-2019,725,57,2,South,UAE ,Bank Transfer,Failed,Invalid Card Details
255,312,255,255,255,06-07-2019,669,7,2,Northeast,Malaysia ,Gift Card,Success,Technical Error
256,313,256,256,256,06-07-2019,1391,32,8,East,Finland ,Cash On Delivery,Success,Exceeded Limit
257,314,257,257,257,06-07-2019,1431,48,4,South,Argentina ,Mobile Wallet,Pending,Payment Gateway Timeout
258,315,258,258,258,06-07-2019,1492,70,8,North,China ,Mobile Wallet,Success,Cancelled by User
259,316,259,259,259,08-07-2019,864,1,6,East,Netherlands ,PayPal,Failed,Technical Error
260,317,260,260,260,08-07-2019,1475,21,4,South,Canada ,Bank Transfer,Cancelled,Invalid Card Details
261,318,261,261,261,08-07-2019,1322,25,6,Central,Afghanistan ,Credit Card,Success,Technical Error
262,320,262,262,262,08-07-2019,390,26,2,North,Brazil ,Credit Card,Success,Network Error
263,321,263,263,263,08-07-2019,1271,75,6,North,Spain ,Debit Card,Failed,Cancelled by User
264,322,264,264,264,08-07-2019,1966,37,8,East,Philippines ,Bank Transfer,Cancelled,Currency Issue
265,323,265,265,265,08-07-2019,1461,75,4,Southeast,Afghanistan ,Net Banking,Refunded,Invalid Card Details
266,324,266,266,266,08-07-2019,2217,28,4,West,Austria ,UPI,Failed,Insufficient Balance
267,325,267,267,267,08-07-2019,898,74,4,North,Ukraine ,Bank Transfer,Success,Insufficient Balance
268,328,268,268,268,08-07-2019,1195,32,6,West,Colombia ,UPI,Refunded,Network Error
269,329,269,269,269,08-07-2019,508,12,2,Southeast,Kazakhstan ,Debit Card,Pending,Exceeded Limit
270,330,270,270,270,08-07-2019,773,11,4,Central,Denmark ,Debit Card,Success,Duplicate Transaction
271,331,271,271,271,08-07-2019,466,34,2,Southwest,Denmark ,Credit Card,Pending,Payment Gateway Timeout
